
Data Source:  https://wcc.sc.egov.usda.gov/nwcc/tabget?state=CO
#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 825: Tower, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Tower (825) 
# Colorado  SNOTEL Site - 10500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 9, 2021 12:46:31 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1987-04-14,37.0,28.2,41,14,29,0.10
1987-04-15,37.2,28.3,33,26,27,0.00
1987-04-16,37.2,28.3,50,28,38,0.00
1987-04-17,37.2,28.3,57,31,44,0.00
1987-04-18,36.9,28.3,45,38,39,0.00
1987-04-19,36.6,28.3,46,19,33,0.40
1987-04-20,37.0,28.7,31,10,18,0.40
1987-04-21,37.9,29.1,49,4,27,0.00
1987-04-22,38.0,29.1,56,24,40,0.00
1987-04-23,38.0,29.1,60,33,46,0.00
1987-04-24,38.0,29.1,59,37,46,0.00
1987-04-25,38.0,29.1,60,35,45,0.10
1987-04-26,38.0,29.2,58,34,42,0.00
1987-04-27,37.8,29.2,58,32,40,0.00
1987-04-28,37.5,29.2,57,35,43,0.10
1987-04-29,37.6,29.3,62,35,42,0.00
1987-04-30,37.1,29.3,56,32,43,0.30
1987-05-01,36.8,29.6,48,31,36,0.00
1987-05-02,35.9,29.6,34,24,28,0.30
1987-05-03,35.9,29.9,41,22,28,0.10
1987-05-04,35.9,30.0,50,22,32,0.00
1987-05-05,35.8,30.0,38,28,31,0.00
1987-05-06,35.7,30.0,56,28,40,0.00
1987-05-07,35.6,30.0,60,30,44,0.00
1987-05-08,34.5,30.0,59,36,47,0.00
1987-05-09,33.2,30.0,59,36,46,0.00
1987-05-10,32.2,30.0,57,36,45,0.00
1987-05-11,31.3,30.0,62,35,43,0.20
1987-05-12,30.9,30.2,52,34,41,0.00
1987-05-13,30.2,30.2,58,35,44,0.00
1987-05-14,29.1,30.2,67,38,50,0.00
1987-05-15,29.0,30.2,62,38,48,0.00
1987-05-16,28.5,30.2,55,38,44,0.00
1987-05-17,28.0,30.2,52,34,40,0.40
1987-05-18,27.0,30.6,46,31,36,0.30
1987-05-19,26.0,30.9,51,30,40,0.10
1987-05-20,25.5,31.0,37,17,32,0.30
1987-05-21,24.8,31.3,38,18,27,0.20
1987-05-22,25.0,31.5,37,15,24,0.40
1987-05-23,25.5,31.9,38,17,26,0.20
1987-05-24,25.7,32.1,40,21,28,0.40
1987-05-25,25.9,32.5,48,23,33,0.10
1987-05-26,25.7,32.6,41,21,29,0.40
1987-05-27,26.0,33.0,21,8,16,0.00
1987-05-28,25.9,33.0,35,13,23,0.00
1987-05-29,25.6,33.0,40,26,32,0.10
1987-05-30,24.9,33.1,50,30,37,0.00
1987-05-31,24.0,33.1,54,33,44,0.00
1987-06-01,23.2,33.1,40,31,34,0.00
1987-06-02,22.7,33.1,49,26,38,0.00
1987-06-03,21.9,33.1,54,28,43,0.00
1987-06-04,21.0,33.1,58,36,47,0.10
1987-06-05,20.1,33.2,58,38,46,0.00
1987-06-06,18.9,33.2,54,34,43,0.00
1987-06-07,18.0,33.2,53,28,37,0.00
1987-06-08,17.0,33.2,42,26,32,0.10
1987-06-09,15.8,33.3,35,21,26,0.00
1987-06-10,14.9,33.3,39,21,30,0.00
1987-06-11,14.0,33.3,45,26,36,0.00
1987-06-12,12.7,33.3,46,31,38,0.00
1987-06-13,11.5,33.3,63,37,53,0.00
1987-06-14,10.0,33.3,67,46,56,0.00
1987-06-15,8.3,33.3,65,43,54,0.00
1987-06-16,6.3,33.3,61,45,52,0.00
1987-06-17,4.7,33.3,63,42,53,0.00
1987-06-18,3.2,33.3,64,42,53,0.00
1987-06-19,1.8,33.3,62,42,53,0.00
1987-06-20,0.4,33.3,63,42,52,0.00
1987-06-21,0.0,33.3,64,44,54,0.00
1987-06-22,0.0,33.3,59,42,52,0.00
1987-06-23,0.0,33.3,59,39,50,0.00
1987-06-24,0.0,33.3,61,42,51,0.00
1987-06-25,0.0,33.3,65,44,54,0.00
1987-06-26,0.0,33.3,67,43,55,0.00
1987-06-27,0.0,33.3,68,46,58,0.00
1987-06-28,0.0,33.3,65,46,53,0.00
1987-06-29,0.0,33.3,52,37,41,0.90
1987-06-30,0.0,34.2,50,37,42,0.10
1987-07-01,0.0,34.3,62,37,50,0.00
1987-07-02,0.0,34.3,67,45,56,0.00
1987-07-03,0.0,34.3,67,44,55,0.00
1987-07-04,0.0,34.3,63,44,51,0.00
1987-07-05,0.0,34.3,66,42,53,0.00
1987-07-06,0.0,34.3,65,44,54,0.00
1987-07-07,0.0,34.3,63,42,52,0.00
1987-07-08,0.0,34.3,66,43,53,0.00
1987-07-09,0.0,34.3,66,44,55,0.00
1987-07-10,0.0,34.3,64,48,53,0.00
1987-07-11,0.0,34.3,47,35,40,0.40
1987-07-12,0.0,34.7,47,32,38,0.40
1987-07-13,0.0,35.1,57,35,46,0.00
1987-07-14,0.0,35.1,61,39,52,0.00
1987-07-15,0.0,35.1,67,46,57,0.00
1987-07-16,0.0,35.1,67,49,58,0.00
1987-07-17,0.0,35.1,55,38,46,0.90
1987-07-18,0.0,36.0,56,38,47,0.00
1987-07-19,0.0,36.0,60,43,51,0.00
1987-07-20,0.0,36.0,64,45,53,0.00
1987-07-21,0.0,36.0,71,46,57,0.00
1987-07-22,0.0,36.0,65,43,56,0.00
1987-07-23,0.0,36.0,70,47,59,0.00
1987-07-24,0.0,36.0,76,48,63,0.00
1987-07-25,0.0,36.0,72,47,59,0.40
1987-07-26,0.0,36.4,69,46,54,0.10
1987-07-27,0.0,36.5,53,45,47,0.00
1987-07-28,0.0,36.5,65,46,54,0.00
1987-07-29,0.0,36.5,69,47,55,0.10
1987-07-30,0.0,36.6,69,46,55,0.00
1987-07-31,0.0,36.6,55,44,48,0.00
1987-08-01,0.0,36.6,68,44,56,0.00
1987-08-02,0.0,36.6,71,51,60,0.00
1987-08-03,0.0,36.6,67,49,58,0.10
1987-08-04,0.0,36.7,68,47,58,0.00
1987-08-05,0.0,36.7,71,48,56,0.00
1987-08-06,0.0,36.7,66,46,54,0.50
1987-08-07,0.0,37.2,57,40,46,0.10
1987-08-08,0.0,37.3,60,38,48,0.00
1987-08-09,0.0,37.3,65,42,54,0.00
1987-08-10,0.0,37.3,67,44,54,0.00
1987-08-11,0.0,37.3,64,42,54,0.00
1987-08-12,0.0,37.3,63,43,53,0.00
1987-08-13,0.0,37.3,52,44,46,0.40
1987-08-14,0.0,37.7,58,38,48,0.00
1987-08-15,0.0,37.7,52,34,42,0.80
1987-08-16,0.0,38.5,,,,0.00
1987-08-17,0.0,38.5,60,38,49,0.00
1987-08-18,0.0,38.5,61,37,49,0.00
1987-08-19,0.0,38.5,67,44,55,0.00
1987-08-20,0.0,38.5,66,43,51,0.00
1987-08-21,0.0,38.5,61,44,49,0.00
1987-08-22,0.0,38.5,63,44,50,0.00
1987-08-23,0.0,38.5,55,40,45,0.40
1987-08-24,0.0,38.9,49,40,44,0.40
1987-08-25,0.0,39.3,51,35,40,0.00
1987-08-26,0.0,39.3,50,34,41,0.00
1987-08-27,0.0,39.3,53,34,43,0.00
1987-08-28,0.0,39.3,54,35,42,0.00
1987-08-29,0.0,39.3,59,38,48,0.00
1987-08-30,0.0,39.3,48,41,43,0.00
1987-08-31,0.0,39.3,67,42,53,0.00
1987-09-01,0.0,39.3,69,46,55,0.00
1987-09-02,0.0,39.3,65,46,53,0.00
1987-09-03,0.0,39.3,,,,0.00
1987-09-04,0.0,39.3,51,34,41,0.00
1987-09-05,0.0,39.3,54,33,43,0.20
1987-09-06,0.0,39.5,57,38,46,0.00
1987-09-07,0.0,39.5,,,,0.00
1987-09-08,0.0,39.5,55,28,39,0.00
1987-09-09,0.0,39.5,52,24,36,0.00
1987-09-10,0.0,39.5,,,,0.00
1987-09-11,0.0,39.5,54,24,35,0.00
1987-09-12,0.0,39.5,,,,0.20
1987-09-13,0.0,39.7,44,22,32,0.00
1987-09-14,0.0,39.7,39,19,26,0.00
1987-09-15,0.0,39.7,43,18,27,0.00
1987-09-16,0.0,39.7,42,18,27,0.80
1987-09-17,0.0,40.5,,,,0.00
1987-09-18,0.0,40.5,,,,0.00
1987-09-19,0.0,40.5,,,,0.00
1987-09-20,0.0,40.5,,,,0.00
1987-09-21,0.0,40.5,,,,0.00
1987-09-22,0.0,40.5,,-60,-60,0.00
1987-09-23,0.0,40.5,64,45,54,0.00
1987-09-24,0.0,40.5,67,44,53,0.00
1987-09-25,0.0,40.5,61,44,49,0.00
1987-09-26,0.0,40.5,,,,0.00
1987-09-27,0.0,40.5,50,32,38,0.10
1987-09-28,0.0,40.6,51,30,39,0.00
1987-09-29,0.0,40.6,57,32,43,0.00
1987-09-30,0.0,40.6,60,39,47,0.00
1987-10-01,0.0,0.0,58,36,45,0.00
1987-10-02,0.0,0.0,61,38,49,0.00
1987-10-03,0.0,0.0,59,39,48,0.00
1987-10-04,0.0,0.0,58,38,45,0.00
1987-10-05,0.0,0.0,53,34,42,0.00
1987-10-06,0.0,0.0,53,31,40,0.00
1987-10-07,0.0,0.0,57,36,45,0.00
1987-10-08,0.0,0.0,55,35,44,0.00
1987-10-09,0.0,0.0,52,31,41,0.00
1987-10-10,0.0,0.0,48,29,38,0.00
1987-10-11,0.0,0.0,32,28,29,0.00
1987-10-12,0.0,0.0,58,35,45,0.00
1987-10-13,0.0,0.0,44,28,35,0.60
1987-10-14,0.3,0.6,39,26,30,0.50
1987-10-15,0.4,1.1,36,23,29,0.00
1987-10-16,0.3,1.1,34,16,25,0.00
1987-10-17,0.0,1.1,44,25,32,0.00
1987-10-18,0.0,1.1,39,24,31,0.00
1987-10-19,0.0,1.1,33,20,26,0.00
1987-10-20,0.0,1.1,37,14,26,0.00
1987-10-21,0.0,1.1,43,24,32,0.00
1987-10-22,0.0,1.1,44,27,33,0.00
1987-10-23,0.1,1.1,47,28,35,0.00
1987-10-24,0.3,1.1,42,27,33,0.90
1987-10-25,1.0,2.0,31,26,28,0.20
1987-10-26,1.1,2.2,36,26,29,0.00
1987-10-27,1.1,2.2,44,23,32,0.00
1987-10-28,1.0,2.2,47,29,37,0.00
1987-10-29,0.9,2.2,52,33,39,0.00
1987-10-30,0.9,2.2,37,28,31,0.30
1987-10-31,1.3,2.5,45,25,33,0.00
1987-11-01,1.3,2.5,47,30,35,0.30
1987-11-02,1.6,2.8,31,28,29,0.20
1987-11-03,1.7,3.0,32,27,30,0.00
1987-11-04,1.7,3.0,47,27,33,0.00
1987-11-05,1.4,3.0,49,28,37,0.10
1987-11-06,1.4,3.1,37,22,28,0.30
1987-11-07,1.6,3.4,24,16,22,0.40
1987-11-08,2.4,3.8,42,13,24,0.10
1987-11-09,2.4,3.9,51,21,31,0.00
1987-11-10,2.4,3.9,36,17,24,0.30
1987-11-11,2.7,4.2,35,14,23,0.00
1987-11-12,2.8,4.2,32,17,23,0.10
1987-11-13,2.9,4.3,35,20,26,0.30
1987-11-14,3.7,4.6,26,15,23,0.70
1987-11-15,4.4,5.3,18,-1,11,0.20
1987-11-16,4.6,5.5,10,0,6,0.30
1987-11-17,5.2,5.8,13,2,8,0.30
1987-11-18,5.8,6.1,15,-1,8,0.20
1987-11-19,5.9,6.3,31,11,21,0.00
1987-11-20,5.9,6.3,38,22,31,0.10
1987-11-21,5.9,6.4,36,13,25,0.00
1987-11-22,5.9,6.4,18,13,16,0.10
1987-11-23,6.1,6.5,25,11,17,0.50
1987-11-24,6.6,7.0,15,6,9,0.10
1987-11-25,6.7,7.1,42,8,19,0.00
1987-11-26,6.7,7.1,18,2,9,0.10
1987-11-27,6.8,7.2,15,2,9,0.00
1987-11-28,6.8,7.2,42,9,22,0.00
1987-11-29,6.8,7.2,28,11,20,0.10
1987-11-30,6.8,7.3,21,8,13,0.00
1987-12-01,6.8,7.3,19,7,14,0.00
1987-12-02,6.8,7.3,24,17,21,0.20
1987-12-03,6.9,7.5,35,23,29,0.00
1987-12-04,7.0,7.5,44,27,34,0.00
1987-12-05,7.2,7.5,30,23,26,0.20
1987-12-06,7.5,7.7,30,20,24,0.00
1987-12-07,7.6,7.7,26,9,20,0.50
1987-12-08,8.2,8.2,11,5,7,0.10
1987-12-09,8.4,8.3,19,6,11,0.30
1987-12-10,9.0,8.6,26,17,23,0.60
1987-12-11,9.7,9.2,15,-1,6,0.10
1987-12-12,10.0,9.3,13,-13,-3,0.20
1987-12-13,10.2,9.5,10,-13,-5,0.20
1987-12-14,10.3,9.7,0,-11,-7,0.00
1987-12-15,10.3,9.7,8,-11,-4,0.00
1987-12-16,10.1,9.7,20,-3,10,0.00
1987-12-17,10.0,9.7,25,16,20,0.20
1987-12-18,9.9,9.9,25,15,18,0.20
1987-12-19,9.9,10.1,15,-1,11,0.30
1987-12-20,10.3,10.4,0,-5,-3,0.00
1987-12-21,10.3,10.4,12,4,9,0.40
1987-12-22,11.0,10.8,14,7,10,1.60
1987-12-23,13.1,12.4,21,-6,7,0.80
1987-12-24,14.0,13.2,-6,-10,-7,0.10
1987-12-25,14.1,13.3,12,-9,0,0.10
1987-12-26,14.3,13.4,15,-2,6,0.20
1987-12-27,14.6,13.6,11,4,6,0.10
1987-12-28,14.9,13.7,32,5,18,0.00
1987-12-29,15.0,13.7,32,13,23,0.00
1987-12-30,15.1,13.7,11,0,5,0.40
1987-12-31,16.0,14.1,2,-2,0,0.80
1988-01-01,17.0,14.9,9,-4,-1,0.20
1988-01-02,17.0,15.1,11,-6,-1,0.10
1988-01-03,17.1,15.2,9,-4,2,0.00
1988-01-04,17.1,15.2,19,2,11,0.40
1988-01-05,17.6,15.6,20,13,17,0.20
1988-01-06,17.8,15.8,17,1,11,0.20
1988-01-07,18.1,16.0,9,-2,4,0.30
1988-01-08,18.8,16.3,10,4,6,0.50
1988-01-09,19.6,16.8,11,4,7,1.00
1988-01-10,20.1,17.8,19,11,17,0.30
1988-01-11,20.3,18.1,27,2,13,0.70
1988-01-12,21.6,18.8,2,-3,-1,0.30
1988-01-13,22.1,19.1,13,-3,4,0.50
1988-01-14,22.6,19.6,18,5,11,0.00
1988-01-15,22.8,19.6,27,10,19,0.50
1988-01-16,23.6,20.1,18,0,6,0.20
1988-01-17,24.0,20.3,12,2,10,0.30
1988-01-18,24.5,20.6,18,-3,8,0.40
1988-01-19,25.1,21.0,15,-12,-2,0.10
1988-01-20,25.1,21.1,3,-11,-3,0.20
1988-01-21,25.3,21.3,20,-3,4,0.00
1988-01-22,25.5,21.3,12,-4,3,0.00
1988-01-23,25.5,21.3,11,-2,6,0.30
1988-01-24,26.1,21.6,9,-7,-2,0.20
1988-01-25,26.3,21.8,13,-5,5,0.00
1988-01-26,26.3,21.8,20,6,13,0.00
1988-01-27,26.4,21.8,30,16,22,0.00
1988-01-28,26.4,21.8,38,19,27,0.20
1988-01-29,26.4,22.0,33,20,24,0.50
1988-01-30,27.1,22.5,20,13,17,0.50
1988-01-31,28.0,23.0,16,10,13,0.80
1988-02-01,29.3,23.8,15,4,9,0.20
1988-02-02,29.9,24.0,17,8,11,0.80
1988-02-03,30.4,24.8,22,-1,6,0.00
1988-02-04,30.4,24.8,16,0,6,0.00
1988-02-05,30.4,24.8,18,0,7,0.00
1988-02-06,30.4,24.8,19,5,11,0.00
1988-02-07,30.4,24.8,21,5,11,0.00
1988-02-08,30.6,24.8,15,13,14,0.30
1988-02-09,31.3,25.1,18,14,16,1.90
1988-02-10,33.6,27.0,22,7,13,0.00
1988-02-11,34.7,27.0,16,7,13,0.00
1988-02-12,35.0,27.0,28,12,18,0.30
1988-02-13,35.1,27.3,29,5,14,0.00
1988-02-14,35.8,27.3,11,4,6,0.30
1988-02-15,36.3,27.6,28,8,15,0.60
1988-02-16,36.6,28.2,14,-6,7,0.00
1988-02-17,37.1,28.2,18,-7,4,0.00
1988-02-18,37.1,28.2,21,3,9,0.80
1988-02-19,37.2,29.0,20,3,9,0.40
1988-02-20,37.4,29.4,16,6,12,0.50
1988-02-21,37.7,29.9,27,12,18,0.30
1988-02-22,37.7,30.2,16,7,12,0.30
1988-02-23,37.9,30.5,23,6,14,0.30
1988-02-24,37.9,30.8,31,13,21,0.30
1988-02-25,37.9,31.1,39,15,25,0.00
1988-02-26,38.0,31.1,56,18,32,0.00
1988-02-27,38.1,31.1,44,23,31,0.00
1988-02-28,38.1,31.1,29,25,26,0.20
1988-02-29,38.5,31.3,42,20,28,0.00
1988-03-01,38.6,31.3,36,17,24,0.30
1988-03-02,39.0,31.6,46,13,23,0.10
1988-03-03,39.2,31.7,22,15,18,0.50
1988-03-04,39.7,32.2,21,8,14,0.40
1988-03-05,39.9,32.6,29,7,17,0.10
1988-03-06,39.9,32.7,33,12,22,0.20
1988-03-07,41.1,32.9,17,0,7,0.50
1988-03-08,41.9,33.4,16,1,8,0.00
1988-03-09,42.0,33.4,34,12,23,0.00
1988-03-10,42.1,33.4,19,4,13,0.30
1988-03-11,42.8,33.7,14,-4,4,0.10
1988-03-12,42.9,33.8,10,-9,0,0.00
1988-03-13,43.1,33.8,7,-10,-3,0.00
1988-03-14,43.3,33.8,20,-3,8,0.00
1988-03-15,43.4,33.8,34,7,17,0.60
1988-03-16,43.5,34.4,36,-6,12,0.10
1988-03-17,43.6,34.5,17,-9,3,0.00
1988-03-18,43.9,34.5,24,-2,10,0.00
1988-03-19,43.9,34.5,31,10,21,0.10
1988-03-20,44.0,34.6,23,19,20,0.00
1988-03-21,44.1,34.6,45,22,32,0.40
1988-03-22,44.1,35.0,31,18,22,0.20
1988-03-23,44.3,35.2,31,13,24,0.40
1988-03-24,45.2,35.6,18,8,11,0.40
1988-03-25,46.0,36.0,24,9,19,0.10
1988-03-26,46.2,36.1,38,21,28,0.30
1988-03-27,46.2,36.4,44,2,28,0.60
1988-03-28,46.6,37.0,18,-2,5,0.30
1988-03-29,46.7,37.3,22,-3,10,0.30
1988-03-30,46.8,37.6,21,7,13,0.20
1988-03-31,47.6,37.8,31,5,15,0.30
1988-04-01,47.7,38.1,31,5,15,0.30
1988-04-02,47.8,38.4,38,12,26,0.10
1988-04-03,47.9,38.5,43,19,31,0.30
1988-04-04,47.9,38.8,33,27,29,0.20
1988-04-05,48.5,39.0,30,6,19,0.10
1988-04-06,48.7,39.1,51,20,35,0.40
1988-04-07,48.7,39.5,53,31,40,0.10
1988-04-08,48.7,39.6,37,8,24,0.00
1988-04-09,48.7,39.6,27,2,13,0.10
1988-04-10,48.7,39.7,35,3,20,0.00
1988-04-11,48.7,39.7,48,21,35,0.00
1988-04-12,48.7,39.7,55,30,41,0.00
1988-04-13,48.7,39.7,59,32,44,0.00
1988-04-14,48.7,39.7,59,29,41,0.00
1988-04-15,48.7,39.7,51,28,37,0.00
1988-04-16,48.7,39.7,41,28,31,0.00
1988-04-17,48.7,39.7,44,22,31,0.00
1988-04-18,48.7,39.7,46,22,33,0.20
1988-04-19,48.7,39.9,37,26,29,0.40
1988-04-20,48.7,40.3,47,27,35,0.00
1988-04-21,48.7,40.3,39,21,29,0.80
1988-04-22,49.1,41.1,26,19,21,0.50
1988-04-23,50.2,41.6,32,19,22,0.30
1988-04-24,50.7,41.9,42,18,25,0.90
1988-04-25,51.1,42.8,26,10,20,0.90
1988-04-26,52.8,43.7,28,8,18,0.30
1988-04-27,52.9,44.0,41,18,30,0.00
1988-04-28,53.0,44.0,62,27,39,0.20
1988-04-29,53.0,44.2,51,26,38,0.00
1988-04-30,53.8,44.2,52,32,42,0.00
1988-05-01,53.8,44.2,46,17,31,0.30
1988-05-02,54.2,44.5,29,11,19,0.20
1988-05-03,54.2,44.7,44,13,27,0.10
1988-05-04,54.2,44.8,54,21,38,0.00
1988-05-05,54.2,44.8,43,32,36,0.00
1988-05-06,54.8,44.8,41,14,26,0.20
1988-05-07,55.0,45.0,28,14,21,0.70
1988-05-08,55.0,45.7,36,19,25,0.30
1988-05-09,55.3,46.0,41,24,31,0.20
1988-05-10,55.3,46.2,44,26,32,0.30
1988-05-11,55.3,46.5,59,25,43,0.10
1988-05-12,55.6,46.6,62,34,49,0.00
1988-05-13,55.6,46.6,63,36,50,0.00
1988-05-14,55.5,46.6,51,29,40,0.00
1988-05-15,55.3,46.6,57,29,43,0.00
1988-05-16,54.5,46.6,63,45,51,0.00
1988-05-17,53.3,46.6,45,41,43,0.30
1988-05-18,52.2,46.9,40,32,33,0.30
1988-05-19,51.2,47.2,39,25,31,0.50
1988-05-20,50.2,47.7,42,21,29,0.10
1988-05-21,49.6,47.8,41,20,31,0.00
1988-05-22,49.3,47.8,48,21,33,0.00
1988-05-23,49.3,47.8,60,27,43,0.00
1988-05-24,49.2,47.8,61,37,49,0.00
1988-05-25,49.2,47.8,58,35,43,0.10
1988-05-26,48.7,47.9,58,37,46,0.00
1988-05-27,47.7,47.9,61,38,48,0.00
1988-05-28,46.9,47.9,63,39,50,0.00
1988-05-29,45.6,47.9,64,36,50,0.00
1988-05-30,44.6,47.9,37,22,29,0.10
1988-05-31,43.7,48.0,39,21,30,0.00
1988-06-01,43.5,48.0,38,25,33,0.10
1988-06-02,42.7,48.1,59,33,45,0.00
1988-06-03,41.4,48.1,70,37,52,0.00
1988-06-04,38.8,48.1,70,45,56,0.00
1988-06-05,36.7,48.1,62,43,51,0.00
1988-06-06,35.1,48.1,60,41,51,0.00
1988-06-07,33.6,48.1,63,44,53,0.00
1988-06-08,31.5,48.1,63,46,53,0.00
1988-06-09,29.8,48.1,65,43,51,0.10
1988-06-10,28.6,48.2,64,43,52,0.00
1988-06-11,26.8,48.2,51,43,46,0.00
1988-06-12,25.6,48.2,63,41,51,0.00
1988-06-13,24.5,48.2,53,34,42,0.00
1988-06-14,23.3,48.2,59,35,47,0.00
1988-06-15,21.6,48.2,63,40,51,0.00
1988-06-16,19.8,48.2,65,44,53,0.00
1988-06-17,18.1,48.2,69,46,55,0.00
1988-06-18,16.5,48.2,62,43,53,0.00
1988-06-19,14.5,48.2,71,47,57,0.00
1988-06-20,12.2,48.2,69,46,58,0.00
1988-06-21,9.7,48.2,69,47,57,0.00
1988-06-22,6.7,48.2,69,48,56,0.00
1988-06-23,4.2,48.2,69,49,59,0.00
1988-06-24,1.5,48.2,72,52,61,0.00
1988-06-25,1.0,48.2,67,48,55,0.00
1988-06-26,0.0,48.2,66,46,54,0.00
1988-06-27,0.0,48.2,66,45,53,0.00
1988-06-28,0.0,48.2,60,46,49,0.10
1988-06-29,0.0,48.3,61,43,50,0.00
1988-06-30,0.0,48.3,61,42,51,0.00
1988-07-01,0.0,48.3,66,46,56,0.00
1988-07-02,0.0,48.3,69,47,55,0.00
1988-07-03,0.0,48.3,69,47,56,0.00
1988-07-04,0.0,48.3,59,43,49,0.00
1988-07-05,0.0,48.3,65,-60,52,0.00
1988-07-06,0.0,48.3,64,48,56,0.00
1988-07-07,0.0,48.3,67,48,58,0.00
1988-07-08,0.0,48.3,67,47,56,0.00
1988-07-09,0.0,48.3,64,45,53,0.00
1988-07-10,0.0,48.3,63,41,51,0.00
1988-07-11,0.0,48.3,65,42,51,0.10
1988-07-12,0.0,48.4,64,47,55,0.00
1988-07-13,0.0,48.4,70,46,58,0.00
1988-07-14,0.0,48.4,73,52,62,0.00
1988-07-15,0.0,48.4,69,52,58,0.00
1988-07-16,0.0,48.4,73,49,58,0.00
1988-07-17,0.0,48.4,69,50,59,0.00
1988-07-18,0.0,48.4,69,48,58,0.00
1988-07-19,0.0,48.4,58,37,46,0.00
1988-07-20,0.0,48.4,65,37,52,0.00
1988-07-21,0.0,48.4,70,-60,58,0.00
1988-07-22,0.0,48.4,72,49,61,0.00
1988-07-23,0.0,48.4,68,50,58,0.00
1988-07-24,0.0,48.4,71,50,60,0.00
1988-07-25,0.0,48.4,74,50,59,0.00
1988-07-26,0.0,48.4,68,45,56,0.00
1988-07-27,0.0,48.4,68,44,53,0.00
1988-07-28,0.0,48.4,63,45,53,0.00
1988-07-29,0.0,48.4,66,46,53,0.00
1988-07-30,0.0,48.4,71,47,56,0.10
1988-07-31,0.0,48.5,70,47,54,0.00
1988-08-01,0.0,48.5,65,44,53,0.00
1988-08-02,0.0,48.5,72,45,57,0.00
1988-08-03,0.0,48.5,64,-60,48,0.20
1988-08-04,0.0,48.7,62,-60,45,0.00
1988-08-05,0.0,48.7,56,43,47,0.00
1988-08-06,0.0,48.7,59,42,51,0.00
1988-08-07,0.0,48.7,58,42,48,0.20
1988-08-08,0.0,48.9,61,41,51,0.00
1988-08-09,0.0,48.9,65,44,54,0.00
1988-08-10,0.0,48.9,69,-60,56,0.00
1988-08-11,0.0,48.9,71,46,58,0.00
1988-08-12,0.0,48.9,57,41,47,0.00
1988-08-13,0.0,48.9,65,41,53,0.00
1988-08-14,0.0,48.9,74,49,59,0.00
1988-08-15,0.0,48.9,72,-60,56,0.20
1988-08-16,0.0,49.1,65,-60,51,0.00
1988-08-17,0.0,49.1,62,-60,51,0.00
1988-08-18,0.0,49.1,69,46,57,0.00
1988-08-19,0.0,49.1,71,51,60,0.00
1988-08-20,0.0,49.1,66,44,54,0.20
1988-08-21,0.0,49.3,60,44,49,0.00
1988-08-22,0.0,49.3,65,43,53,0.00
1988-08-23,0.0,49.3,71,-60,58,0.00
1988-08-24,0.0,49.3,73,49,62,0.00
1988-08-25,0.0,49.3,72,-60,55,0.00
1988-08-26,0.0,49.3,70,46,56,0.00
1988-08-27,0.0,49.3,64,38,50,0.00
1988-08-28,0.0,49.3,63,41,51,0.00
1988-08-29,0.0,49.3,67,42,55,0.00
1988-08-30,0.0,49.3,67,46,56,0.00
1988-08-31,0.0,49.3,68,47,56,0.00
